,number_of_rooms,number_of_bathrooms,sqft,days_on_market,initial_price,location_good,location_great,location_poor,neighborhood_alcatraz_ave,neighborhood_berkeley_hills,neighborhood_downtown,neighborhood_east_elmwood,neighborhood_frontage_rd,neighborhood_north_berkeley,neighborhood_northwest,neighborhood_south_side,neighborhood_thowsand_oaks,neighborhood_west_welmwood,neighborhood_westbrae,neighborhood_zaytuna_college,rental_price
1730,2,1,704,6,3234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3234.0
1731,3,2,1249,14,4931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4931.0
1732,0,1,498,39,1517,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1459.354
1733,3,2,848,0,5242,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5242.0
1734,3,2,963,7,4710,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4710.0
1735,2,1,836,4,3361,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3361.0
1736,0,1,525,0,1875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1875.0
1737,2,1,942,59,2977,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2744.7940000000003
1738,2,1,820,8,3324,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3324.0
1739,2,1,631,57,2618,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2424.268
1740,2,1,695,6,3190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3190.0
1741,1,1,328,0,2285,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2285.0
1742,3,2,1144,2,5021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5021.0
1743,0,1,450,6,1773,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1773.0
1744,1,1,470,7,1892,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1892.0
1745,2,1,761,2,3878,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3878.0
1746,3,2,1102,26,4711,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4654.468
1747,1,1,383,10,1740,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1740.0
1748,1,1,409,2,1863,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1863.0
1749,1,1,435,3,1915,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1915.0
1750,0,1,314,35,1320,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1280.4
1751,2,1,942,15,3419,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3419.0
1752,2,1,513,14,3453,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3453.0
1753,3,2,1056,10,5328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5328.0
1754,2,1,777,8,3342,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3342.0
1755,2,1,633,57,2693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2493.718
1756,2,1,764,12,3706,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3706.0
1757,3,2,1108,5,4875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4875.0
1758,3,2,887,0,4781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4781.0
1759,2,1,706,14,3151,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3151.0
1760,1,1,397,13,1743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1743.0
1761,1,1,643,23,1942,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1930.348
1762,3,2,1223,1,5092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5092.0
1763,1,1,563,13,1975,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975.0
1764,2,1,688,14,3697,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3697.0
1765,2,1,762,1,3326,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3326.0
1766,2,1,949,5,3998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3998.0
1767,0,1,262,12,1584,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1584.0
1768,3,2,814,3,4680,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4680.0
1769,0,1,320,9,2173,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2173.0
1770,3,2,1221,40,4713,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4524.48
1771,0,1,176,3,1572,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1572.0
1772,3,2,828,48,4230,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3993.12
1773,0,1,321,14,2034,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2034.0
1774,3,2,1211,14,4970,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4970.0
1775,2,1,620,44,2758,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2625.616
1776,0,1,511,12,2242,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2242.0
1777,3,2,824,3,4621,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4621.0
1778,1,1,404,4,2348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2348.0
1779,0,1,348,8,1638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1638.0
1780,3,2,1072,11,4819,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4819.0
1781,3,2,867,49,4232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3986.5440000000003
1782,2,1,692,31,2948,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2883.1440000000002
1783,0,1,435,27,1522,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1500.692
1784,3,2,989,43,4431,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4227.174
1785,3,2,976,38,4406,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4247.384
1786,0,1,417,9,1687,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1687.0
1787,0,1,512,58,1371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1266.8039999999999
1788,0,1,532,63,1316,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1202.8239999999998
1789,1,1,300,6,2273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2273.0
1790,2,1,570,13,3066,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3066.0
1791,3,2,955,18,4627,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4627.0
1792,0,1,212,15,1414,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1414.0
1793,0,1,174,43,1129,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1077.066
1794,0,1,117,5,1465,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1465.0
1795,0,1,145,1,2049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2049.0
1796,2,1,559,1,3103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3103.0
1797,1,1,374,5,1850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1850.0
1798,0,1,456,42,1470,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1405.32
1799,1,1,505,10,2402,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2402.0
1800,1,1,359,24,1628,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1614.976
1801,0,1,519,64,1270,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1158.24
1802,0,1,151,0,2053,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2053.0
1803,0,1,349,50,1230,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1156.2
1804,3,2,1055,0,5400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5400.0
1805,1,1,307,40,1368,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1313.28
1806,2,1,577,6,3602,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3602.0
1807,2,1,536,14,3036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3036.0
1808,2,1,643,8,3195,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3195.0
1809,3,2,1162,14,4883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4883.0
1810,3,2,1079,9,4866,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4866.0
1811,0,1,274,5,2130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2130.0
1812,3,2,1102,8,5390,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5390.0
1813,0,1,497,4,1877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1877.0
1814,1,1,400,58,1340,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1238.16
1815,3,2,807,59,4091,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3771.902
1816,3,2,1020,15,4676,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4676.0
1817,3,2,1058,56,4393,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4076.704
1818,1,1,735,12,2154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2154.0
1819,0,1,105,53,926,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,864.8839999999999
1820,3,2,804,12,5012,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5012.0
1821,0,1,417,8,2254,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2254.0
1822,2,1,774,3,3821,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3821.0
1823,0,1,524,10,2358,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2358.0
1824,0,1,348,0,1730,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1730.0
1825,1,1,314,58,1211,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1118.964
1826,0,1,316,8,1681,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1681.0
1827,1,1,737,5,2185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2185.0
1828,0,1,369,43,1349,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1286.9460000000001
1829,1,1,595,4,2540,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2540.0
1830,1,1,395,1,1858,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1858.0
1831,1,1,561,47,1543,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1459.6779999999999
1832,0,1,378,21,1536,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1532.9279999999999
1833,3,2,893,7,5126,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5126.0
1834,0,1,385,2,1778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1778.0
1835,1,1,346,12,1716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1716.0
1836,2,1,669,32,2932,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2861.632
1837,0,1,115,10,1402,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1402.0
1838,3,2,1097,0,4910,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4910.0
1839,2,1,791,62,2738,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2508.008
1840,0,1,252,6,2140,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2140.0
1841,2,1,630,60,2667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2453.64
1842,3,2,1189,26,4740,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4683.12
1843,3,2,1088,52,4393,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4111.848
1844,1,1,496,3,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988.0
1845,1,1,458,11,1826,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1826.0
1846,3,2,1245,13,5482,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5482.0
1847,0,1,136,2,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2008.0
1848,1,1,495,57,1378,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1276.028
1849,0,1,261,13,1577,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1577.0
1850,2,1,730,12,3164,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3164.0
1851,1,1,584,51,1585,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1486.73
1852,3,2,988,4,5289,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5289.0
1853,1,1,688,8,2605,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2605.0
1854,0,1,537,9,1858,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1858.0
1855,3,2,837,37,4283,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4137.378
1856,3,2,1112,14,4782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4782.0
1857,1,1,670,3,2153,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2153.0
1858,3,2,1000,9,4741,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4741.0
1859,1,1,404,63,1235,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1128.79
1860,0,1,188,7,1477,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1477.0
1861,0,1,402,46,1324,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1255.152
1862,1,1,326,6,2314,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2314.0
1863,0,1,209,2,2042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2042.0
1864,1,1,469,38,1637,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1578.068
1865,0,1,461,26,1562,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1543.256
1866,2,1,548,35,2762,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2679.14
1867,2,1,845,46,3024,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2866.752
1868,3,2,881,4,4641,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4641.0
1869,3,2,896,25,4498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4453.02
1870,1,1,702,6,2182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2182.0
1871,1,1,348,2,1853,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853.0
1872,1,1,674,39,1758,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1691.1960000000001
1873,2,1,584,5,3141,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3141.0
1874,2,1,919,4,3951,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3951.0
1875,3,2,1233,9,4960,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4960.0
1876,3,2,1217,19,4867,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4867.0
1877,1,1,722,8,2169,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2169.0
1878,3,2,1063,9,4835,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4835.0
1879,1,1,443,10,1820,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1820.0
1880,0,1,518,35,1607,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1558.79
1881,1,1,655,45,1723,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1636.85
1882,3,2,1237,2,5104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5104.0
1883,2,1,905,4,3459,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3459.0
1884,1,1,739,48,1739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1641.616
1885,1,1,546,9,1930,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930.0
1886,1,1,586,5,2056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2056.0
1887,3,2,1206,10,4955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4955.0
1888,0,1,500,27,1632,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1609.152
1889,2,1,817,4,3379,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3379.0
1890,2,1,637,9,3105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3105.0
1891,3,2,935,61,4224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3877.632
1892,2,1,900,13,3881,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3881.0
1893,3,2,830,15,4536,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4536.0
1894,0,1,474,9,2297,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2297.0
1895,0,1,349,12,2117,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2117.0
1896,1,1,364,12,2225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2225.0
1897,0,1,250,57,1063,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,984.3380000000001
1898,1,1,684,1,2192,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2192.0
1899,2,1,611,14,3061,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3061.0
1900,1,1,442,0,1929,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1929.0
1901,1,1,394,1,2337,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2337.0
1902,2,1,773,32,3088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3013.888
1903,1,1,522,10,1878,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1878.0
1904,2,1,836,5,3927,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3927.0
1905,1,1,432,14,1782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1782.0
1906,1,1,612,11,2031,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2031.0
1907,1,1,326,49,1311,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1234.962
1908,3,2,998,3,4818,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4818.0
1909,2,1,646,53,2750,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2568.5
1910,0,1,325,9,1598,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1598.0
1911,3,2,899,2,4696,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4696.0
1912,0,1,363,11,1690,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1690.0
1913,0,1,463,33,1492,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1453.2079999999999
1914,0,1,307,3,1679,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1679.0
1915,0,1,449,4,1802,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1802.0
1916,2,1,904,14,3386,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3386.0
1917,1,1,737,9,2146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2146.0
1918,2,1,784,5,3287,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3287.0
1919,2,1,932,2,3980,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3980.0
1920,0,1,276,43,1249,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1191.546
1921,0,1,302,26,1432,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1414.816
1922,3,2,1084,14,5272,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5272.0
1923,0,1,283,54,1115,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1039.18
1924,2,1,786,63,2716,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2482.424
1925,2,1,876,6,3866,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3866.0
1926,3,2,947,35,4427,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4294.19
1927,3,2,1174,11,5380,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5380.0
1928,0,1,111,9,1468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1468.0
1929,2,1,904,33,3141,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3059.3340000000003
1930,0,1,249,8,1528,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528.0
1931,0,1,246,57,1066,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,987.1160000000001
1932,2,1,564,7,3141,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3141.0
1933,1,1,487,8,1909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1909.0
1934,2,1,606,4,3675,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3675.0
1935,3,2,1215,48,4631,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4371.664000000001
1936,2,1,878,8,3379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3379.0
1937,2,1,648,8,3707,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3707.0
1938,1,1,681,61,1583,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1453.194
1939,2,1,631,2,3185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3185.0
1940,2,1,881,30,3146,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3083.08
1941,1,1,346,52,1304,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1220.5439999999999
1942,1,1,562,5,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015.0
1943,0,1,330,2,1735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1735.0
1944,0,1,502,17,1743,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1743.0
1945,2,1,780,1,3856,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3856.0
1946,0,1,333,2,1748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1748.0
1947,0,1,234,49,1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1059.75
1948,2,1,545,3,3150,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150.0
1949,3,2,832,63,4013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3667.882
1950,3,2,1025,12,4775,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4775.0
1951,3,2,1208,14,4951,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4951.0
1952,3,2,904,7,4670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4670.0
1953,0,1,203,26,1295,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1279.46
1954,2,1,936,47,3071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2905.1659999999997
1955,2,1,832,34,3073,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2986.9559999999997
1956,0,1,454,17,1662,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1662.0
1957,0,1,269,9,1546,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1546.0
1958,0,1,268,45,1248,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1185.6
1959,1,1,337,0,1855,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1855.0
1960,3,2,894,2,4699,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4699.0
1961,3,2,1031,0,5336,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5336.0
1962,2,1,852,12,3369,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3369.0
1963,0,1,356,5,1671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1671.0
1964,1,1,539,14,2353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2353.0
1965,2,1,749,8,3799,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3799.0
1966,1,1,427,17,1712,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1712.0
1967,2,1,748,38,3003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2894.8920000000003
1968,2,1,937,61,2962,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2719.116
1969,2,1,806,2,3364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3364.0
1970,1,1,663,53,1650,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1541.1
1971,1,1,612,6,2034,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2034.0
1972,1,1,486,11,1922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1922.0
1973,2,1,611,48,2772,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2616.768
1974,1,1,662,10,2060,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060.0
1975,3,2,1224,6,4976,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4976.0
1976,1,1,555,59,1419,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1308.318
1977,0,1,198,49,1133,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1067.286
1978,2,1,541,11,3063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3063.0
1979,3,2,982,12,5245,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5245.0
1980,1,1,732,42,1858,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1776.2479999999998
1981,3,2,897,11,5107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5107.0
1982,1,1,741,12,2170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2170.0
1983,0,1,449,10,1731,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1731.0
1984,0,1,184,13,1938,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1938.0
1985,3,2,822,44,4201,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3999.3520000000003
1986,1,1,604,0,2082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2082.0
1987,0,1,300,1,2228,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2228.0
1988,1,1,697,7,2115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2115.0
1989,0,1,296,10,1599,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1599.0
1990,0,1,344,8,1634,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1634.0
1991,3,2,1111,1,5487,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5487.0
1992,3,2,1073,11,4773,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4773.0
1993,0,1,246,7,1528,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1528.0
1994,3,2,1246,12,5011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5011.0
1995,2,1,735,11,3213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3213.0
1996,1,1,483,31,1663,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1626.414
1997,0,1,476,30,1530,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1499.4
1998,2,1,869,8,3876,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3876.0
1999,2,1,512,6,3098,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3098.0
2000,1,1,662,14,2517,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2517.0
2001,2,1,686,12,3201,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3201.0
2002,3,2,1094,36,4542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4396.656
2003,0,1,384,7,1736,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1736.0
2004,3,2,893,0,5228,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5228.0
2005,3,2,1024,37,4487,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4334.442
2006,0,1,341,12,2156,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2156.0
2007,1,1,383,49,1436,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1352.7120000000002
2008,0,1,418,1,2314,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2314.0
